System ID,Firstnames,Lastname,Known As,Title,Post Nominals,Person Corporate Type,Record Type,Role,Gender
7510,Agasias,,,,son of Dositheus,,Person,"Production Person (pri & sec) : after, Production Person (primary) : after",Male
7508,Alexandros,,,,of Antioch,,Person,"Production Person (pri & sec) : Sculptor, Production Person (primary) : Sculptor",Male
8264,Alfred Ernest Albert,,,,Duke of Saxe-Coburg and Gotha,,Person,Subject Person : Sitter,Male
7509,Cleomenes,,,,the Athenian,,Person,"Production Person (pri & sec) : Sculptor, Production Person (primary) : Sculptor",Male
223,"E. A. Walton, T. R. Annan & Son",,,,,,,"Production Person (pri & sec), Production Person (primary), Researcher",
94,"Giambologna, Giovanni, Jean",", da Bologna, de Bologne",Giambologna,,,,Person,"Production Person (pri & sec) : Sculptor, Production Person (primary) : Sculptor",Male
8945,Glasgow Women's Library,,Glasgow,,,,Person,Current Owner,
1619,Henrietta Maria,,Henrietta,Queen,,,Person,Subject Person : Sitter,Female
854,J.,,,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
7511,Leochares,,,,,,Person,"Production Person (pri & sec) : after, Production Person (primary) : after",Male
7512,Lysippos,,,,,,Person,"Production Person (pri & sec) : after, Production Person (primary) : after",Male
7506,Polykleitos,,Polykleitos,,,,Person,"Production Person (pri & sec) : after, Production Person (primary) : after",Male
3023,Rembrandt van Rijn,,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
8822,Robert Halliday,,Robert,,MD LLD FRSE Grand Dignitary of the Order of the Rose of the Empire of Brazil,,Person,Subject Person : Sitter,
7748,"Pieter van der, Pierre vander, Petrus vander","Aa, Aa",,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Printmaker, Production Person (pri & sec) : Author, Production Person (pri & sec) : Publisher, Production Person (primary), Production Person (primary) : Mapmaker, Production Person (primary) : Printmaker, Production Person (primary) : Author, Production Person (primary) : Publisher",
8446,David,Abbott,David,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
80,Lady,Abercromby,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
7947,John,Abernethy,,,,Individual,Person,Subject Person : Sitter,Male
7918,Franz Karl,Achard,,,,Individual,Person,Subject Person : Sitter,
7928,Erik,Acharius,,,,Individual,Person,Subject Person : Sitter,
7952,Jacob Fidelis,Ackermann,,,,Individual,Person,Subject Person : Sitter,
407,Norman,Ackroyd,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7877,Johann Gustave,Acrel,,,,Individual,Person,Subject Person : Sitter,
7898,Jakob,Adam,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
3605,Robert,Adam,Robert,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6484,Colin,Adams,Colin,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7846,Johann Traugott,Adolph,,,,Individual,Person,Subject Person : Sitter,
703,Jacob,Afolabi,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
8105,John Samuel,Agar,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
172,D,Agjir,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
7932,Francesco,Aglietti,,,,Individual,Person,Subject Person : Sitter,
7760,Christoph Ludwig,Agricola,,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Painter, Production Person (secondary), Production Person (secondary) : Painter, Subject Person : Sitter",
7767,Georg Andreas,Agricola,,,,Individual,Person,Subject Person : Sitter,
7693,Johann,Agricola,,,,Individual,Person,Subject Person : Sitter,
7671,Heinrich Cornelius,Agrippa von Nettesheim,,,,Individual,Person,Subject Person : Sitter,
8186,Johan,Ahlberg,,,,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (secondary) : Painter",Male
877,William,Aikman,,,,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (pri & sec) : Artist, Production Person (pri & sec) : possibly after, Production Person (primary) : Painter, Production Person (primary) : Artist, Production Person (primary) : possibly after",Male
403,John MacDonald,Aitken,John M,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
7831,Mark,Akenside,,,,Individual,Person,Subject Person : Sitter,Male
7776,Michael,Alberti,,,,Individual,Person,Subject Person : Sitter,
7799,Bernhard Siegfried,Albinus,,,,Individual,Person,Subject Person : Sitter,
8226,Taddeo,Alderotto,,,,Individual,Person,Subject Person : Sitter,
7992,Charles,Aldis,,Sir,,Individual,Person,Subject Person : Sitter,Male
7677,Ulisse,Aldrovani,,,,Individual,Person,Subject Person : Sitter,
6036,Alan,Alexander,Alan,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
6934,Alan M.,Alexander,Alan,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
7009,Claire,Alexander,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8901,Isobel L,Alexander,Isobel,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7003,Susan,Alexander,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6832,Vivien,Alexander,Vivien,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
7966,Jean Louis,Alibert,,,,Individual,Person,Subject Person : Sitter,
550,David,Alison,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
8167,,Alix,,,,Individual,Person,"Production Person (pri & sec) : Poet, Production Person (secondary) : Poet",
54,David,Allan,,,,Individual,,"Production Person (pri & sec) : after, Production Person (pri & sec) : Artist, Production Person (pri & sec) : Engraver, Production Person (primary) : after, Production Person (primary) : Artist, Production Person (primary) : Engraver",Male
6675,L.,Allan,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6431,Louise,Allardyce,Louise,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7851,Francesco,Allegrini,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
7973,Joseph,Allen,,,,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (secondary) : Painter",
8061,George James,Allman,,,"FRS, FRSE",Individual,Person,Subject Person : Sitter,Male
8078,Raffaello,Alloja,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
79,Jean-Paul,Allon,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
8068,Prospero,Alpino,,,,Individual,Person,Subject Person : Sitter,
7687,Mathurini,Altoni,,,,Individual,Person,Subject Person : Sitter,
7907,Bruno,Amantea,,,,Individual,Person,Subject Person : Sitter,
411,Shenda,Amery,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",Female
7962,Christoph Friedrich,Ammon,,,,Individual,Person,Subject Person : Sitter,
6476,Marjorie-Ann,Ancell,Marjorie-Ann,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
7961,Faustino,Anderloni,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
7058,Anne,Anderson,Anne,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
5853,Briony,Anderson,Briony,,,,Person,"Depositor, Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
6035,Charlene,Anderson,Charlene,,,,Person,"Production Person (pri & sec), Production Person (primary)",
798,Fiona,Anderson,,,,Individual,,Current Owner,
7018,Gordon,Anderson,Gordon,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
692,J A,Anderson,Alasdair,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8194,James,Anderson,,,,Individual,Person,Subject Person : Sitter,Male
7207,Norman W.,Anderson,Norman,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
5382,Robert Rowand,Anderson,Robert,,,Individual,Person,"Production Person (pri & sec) : Architect, Production Person (primary) : Architect",
6611,Valerie,Anderson,Valerie,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
8466,Marjorie,Ann,Marjorie,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7543,Elizabeth,Antell,,Miss,,,Person,"Cataloguer, Loc'n Authoriser, Loc'n Mover",Female
7737,Jan,Antonides van der Goes,,,,Individual,Person,Subject Person : Sitter,
8936,Mike,Anusas,Mike,Dr,,,Person,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
7791,Siegmund (Sigismund) Jakob,Apinus,,,,Individual,Person,Subject Person : Sitter,
1537,Edward Victor,Appleton,Edward,Sir,"GBE, KCB, MA, DSc, FRS, Hon LLD, Hon ScD, Hon LittD, Nobel Laureate",Individual,Person,Subject Person : Sitter,Male
8016,Dominique Francois Jean,Arago,,,,Individual,Person,Subject Person : Sitter,
7876,Michele,Araldi,,,,Individual,Person,Subject Person : Sitter,
7761,John,Arbuthnot,,,,Individual,Person,Subject Person : Sitter,Male
1500,Benedictus,Aretius,Benedictus,,,,Person,Subject Person : Sitter,Male
7674,Giovanni,Argenterio,,,,Individual,Person,Subject Person : Sitter,
8121,Petrus,Arlensis de Scudalupis,,,,Individual,Person,Subject Person : Sitter,
8435,Zeynep,Arman,Zeynep,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6810,John Taylor,Arms,John,,,,Person,Researcher,
7746,Roland Paul,Arnaud,,,,Individual,Person,Subject Person : Sitter,
6403,Sheila,Arnot,Sheila,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6462,Andrew,Arnott,Andrew,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
7875,Jacques Nicolas,Arrachart,,,,Individual,Person,Subject Person : Sitter,
8865,,Art Fund,,,,,Corporate,Funder,
834,,"Arts, Culture and Environment",,,,Academic,Corporate,Controlling Institution,
7690,Gaspare,Aselli,,,,Individual,Person,Subject Person : Sitter,
8003,Harry,Ashby,,,II,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (secondary) : Painter",
7836,Anthony,Askew,,,,Individual,Person,Subject Person : Sitter,Male
3012,Hans Kaspar,Asper,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7781,Jean,Astruc,,,,Individual,Person,Subject Person : Sitter,
8837,Michael,Atiyah,Michael,Sir,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
693,Conrad,Atkinson,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
698,Thomas Witlam,Atkinson,Thomas,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
7919,Giuseppe,Atti,,,,Individual,Person,Subject Person : Sitter,
6454,Stella,Auchinleck,Stella,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7678,Horatius,Augenius,,,,Individual,Person,Subject Person : Sitter,
7902,Samuel,Augustin,,,,Individual,Person,Subject Person : Sitter,
1546,Charles,Avery,,,,Individual,Person,Researcher,
7676,Melchior,Ayrer,,,,Individual,Person,Subject Person : Sitter,
247,Michael,Ayrton,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
99,Paul,Ayshford Methuen,Paul,Lord,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",Male
152,Ludolf,Backhuyzen (signed L. Buckhuyzen),,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
7556,Arthur J,Baglee,Arthur,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
7224,Rosemary,Bagshaw,Rosemary,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6287,Rosemary,Bagshawe,Rosemary,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
762,E H,Bailey,,,,Individual,,"Production Person (pri & sec) : Sculptor, Production Person (primary) : Sculptor",
6939,Dorothy W.,Baillie,Dorothy,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6470,Ian,Baillie,Ian,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
5543,John,Baillie,John,Very Rev,"CH, MA, DLitt, Hon LLD, Hon DTheol",Individual,Person,Subject Person : Sitter,Male
7940,Matthew,Baillie,,,,Individual,Person,Subject Person : Sitter,Male
571,William James Laidlaw,Baillie,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
8482,Andrea,Bain,Andrea,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7037,George,Bain,George,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
3037,James,Baird,James,,,,Person,Subject Person : Sitter,Male
7206,Maureen,Baird,Maureen,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
2396,Eleni,Baka,Eleni,,,Individual,Person,Cataloguer,
6607,Kate,Baker,Kate,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
3014,Lazzaro,Baldi,,,,,Person,"Production Person (pri & sec) : attributed to, Production Person (primary) : attributed to",Male
255,Gerard,Baldwin Brown,Gerard,Professor,,Individual,Person,Subject Person : Sitter,Male
6264,,Ballantyne,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6932,Barbara C.,Balmer,Barbara,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
6309,Catherine,Banchop,Catherine,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6899,Alistair,Banks,Alistair,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6849,Claire E.,Banks,Claire,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
6615,Faye,Banks,Faye,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7378,Stephen,Bann,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7860,John,Barclay,,,,Individual,Person,Subject Person : Sitter,
66,John McLaren,Barclay,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
7205,Patrick W.,Barclay,Patrick,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7204,Rhona L.,Barclay,Rhona,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8124,,Barker,,,,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (secondary) : Painter",
722,Thomas Oldham,Barlow,Thomas,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",Male
7557,Julia A M,Barnard,Ruby,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
283,Mary,Barnard,,,,Individual,,"Production Person (pri & sec), Production Person (primary), Related Person : Wife",
20,Mary,Barnes,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
786,Nicholas,Barnham,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
690,Wilhelmina,Barns-Graham,,,CBE HRSA HRSW,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
6323,,Barreton,,,,,Person,"Production Person (pri & sec) : possibly, Production Person (primary) : possibly",
661,Mardi,Barrie,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
2990,Gladys,Barron,,,,,Person,"Production Person (pri & sec), Production Person (primary)",
7775,William,Barrowby,,,,Individual,Person,Subject Person : Sitter,
932,Andrew David,Barrowman,,Mr.,,Individual,Person,Subject Person : Sitter,Male
6956,William,Bartholomew,William,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
7929,Gaetano Stefano,Bartolozzi,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
8390,Alan,Bartram,Alan,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7709,Peter,Barwick,,,,Individual,Person,Subject Person : Sitter,Male
5873,Francesca,Baseby,Francesca,Dr,,Individual,Person,"Cataloguer, Production Person (pri & sec) : Maker, Production Person (primary) : Maker, Researcher",
7968,James,Basire,,, the younger,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
6518,Leonard,Baskin,Leonard,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
7695,John,Bastwick,,,,Individual,Person,Subject Person : Sitter,Male
6814,David,Batchelor,David,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
7712,Ralph,Bathurst,,,,Individual,Person,Subject Person : Sitter,
8871,Petra,Bauer,Petra,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7016,Douglas,Baxter,Douglas,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6266,Lawrence F.,Baxter,Lawrence,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6279,W,Baxter,W,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8512,Elaine,Bay,Elaine,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7718,Robert,Bayfield,,,,Individual,Person,Subject Person : Sitter,
7839,William,Baylies,,,,Individual,Person,Subject Person : Sitter,
428,Nadine,Bayliss,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
7869,Thomas,Beach,,,,Individual,Person,"Production Person (pri & sec) : Painter (1799), Production Person (secondary) : Painter (1799)",
6631,Ruth,Beale,Ruth,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
116,Penelope,Beaton,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
694,Geraldine,Beattie,,,,Individual,,Current Owner,
5949,Jean I.,Beattie,Jean,,,,Person,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
7826,Jakob Samuel,Beck,,,,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (secondary) : Painter",
7779,William,Becket(t),,,,Individual,Person,Subject Person : Sitter,
7739,"Isaac, Isaak, Isaac","Beckett, Beckett, Becket",,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
7920,William,Beechey,,,,Individual,Person,"Production Person (pri & sec) : Painter, Production Person (secondary) : Painter",Male
6506,Reinhard,Behrens,Reinhard,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7516,Alistair,Bell,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
8122,John Hay,Bell,,,,Individual,Person,"Production Person (pri & sec) : Draughtsman, Production Person (secondary) : Draughtsman",Male
8269,Nikki,Bell,Nikki,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
1534,James,Bell Pettigrew,James,MD LLD FRCPED FRS,,Individual,Person,Subject Person : Sitter,Male
8314,Vanessa,Bell,Vanessa,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
371,John,Bellany,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",Male
8445,James,Bellinger,James,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
828,Giovanni Battista,Bellucci,,,,Individual,,"Production Person (pri & sec) : attributed to, Production Person (primary) : attributed to",Male
8182,Giulio Cesare,Benedetti,,,,Individual,Person,Subject Person : Sitter,
8409,Henry,Benham,Henry,,,Individual,Person,"Production Person (pri & sec) : Publisher/printer, Production Person (secondary) : Publisher/printer",
6508,Anthony,Benjamin,Anthony,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
8998,,Bennett,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6293,Alexandra,Bennett,Alexandra,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6537,Eileen,Bennett,Eileen,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
8258,John Hughes,Bennett,,,"PRCPE, FRSE",,Person,Subject Person : Sitter,Male
8400,William,Bent,William,,,Individual,Person,"Production Person (pri & sec) : Publisher, Production Person (secondary) : Publisher",
818,Claes Pietersz,Berchem  (inscribed Berchem),,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
7890,Daniel,Berger,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
6640,John,Berger,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
8395,A.U.,Berndes,A.,,,Individual,Person,"Production Person (pri & sec), Production Person (secondary)",
8238,Molly,Bernhard,,Miss,,,Person,Cataloguer,Female
819,Victoria C F,Bernie,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
7820,Johann Martin,Bernigeroth,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",Male
7765,Martin,Bernigeroth,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
499,Robert,Bertram,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
7654,Nicolò,Bettoni,,,,Individual,Person,"Production Person (pri & sec) : Printmaker ('per' = perfecit - has finished the work), Production Person (secondary) : Printmaker ('per' = perfecit - has finished the work)",
381,M,Beveridge,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6487,Paddy,Beveridge,Paddy,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8473,Patrick,Beveridge,Patrick,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
5891,Peter,Bewsey,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1501,Theodore,Beza,Theodore,,,Individual,Person,Subject Person : Sitter,Male
7203,Joan F.,Biggins,Joan,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6646,Victoria,Bimie,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
7589,Andrew,Binnie,Andrew,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
6655,Carol,Binnie,,,,,Person,"Production Person (pri & sec) : probably, Production Person (pri & sec) : Artist, Production Person (primary) : probably, Production Person (primary) : Artist",Female
7253,John,Binning,John,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6372,Katherine,Binns,Katherine,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
852,,Biomedical and Clinical Laboratory Sciences,,,,Academic,Corporate,Controlling Institution,
6516,Nil,Bjorklund,Nil,,,,Person,"Production Person (pri & sec) : possibly, Production Person (primary) : possibly",
8642,Anna,Bjorkman,Anna,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6465,Dorothy,Black,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
883,Joseph,Black,,M.D.,,,Person,"Production Person (pri & sec) : Author, Production Person (primary) : Author, Subject Person, Subject Person : Sitter",
6683,[Unknown],Black,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
97,G R,"Black, of London",,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
302,Elizabeth,Blackadder,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist, Related Person : Wife",Female
7981,John,Blackall,,,,Individual,Person,Subject Person : Sitter,
7740,Richard,Blackmore,,Sir,,Individual,Person,Subject Person : Sitter,
6534,Justine,Blair,Justine,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8396,Antoine Bara,Blaisot,Antoine,,,Individual,Person,"Production Person (pri & sec) : Publisher, Production Person (secondary) : Publisher",
6661,Jennifer,Blake,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6911,Edith A.,Blight,Edith,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
6660,Abraham van,Blijenberch,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
7888,William,Blizard,,Sir,,Individual,Person,Subject Person : Sitter,
7768,Reynier,Blokhuysen,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
7727,Abraham,Blooteling,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",Male
4,Ben,Blum,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
8026,James,Blundell,,,,Individual,Person,Subject Person : Sitter,
3045,Johan Erik Vesti,Boas,Johan,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
8099,Augustin,Bocciardi,,,,Individual,Person,"Production Person (pri & sec) : Sculptor, Production Person (secondary) : Sculptor",
7757,Moritz,Bodenehr,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
7801,Johann Jakob,Bodmer,,,,Individual,Person,Subject Person : Sitter,
5409,Hermann,Boerhaave,Hermannus,,,Individual,Person,"Production Person (pri & sec) : Editor, Production Person (primary) : Editor, Subject Person : Sitter",
8183,Heinrich,Boezo,,,,Individual,Person,Subject Person : Sitter,
8200,Johannes,Bohn,,,,Individual,Person,Subject Person : Sitter,
7680,Jean-Jacques,Boissard,,,,Individual,Person,"Production Person (pri & sec) : Author, Production Person (primary) : Author",
7996,Friedrich Wilhelm,Bollinger,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
8838,Enrico,Bombieri,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
781,Marj,Bond,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
8217,"Reinier de, Reinier, Reiner","Bondt, Bontius, De Bondt",,,,Individual,Person,Subject Person : Sitter,
8731,Phyllis Mary,Bone,,,,,Person,"Production Person (pri & sec), Production Person (primary)",Female
7375,,Bonham's,,,,,Corporate,Valuation Person,
148,William,Bonnar,William,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
675,Pierre,Bonnard,,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
8172,"Cornelius, Cornelius, Cornelius, Cornelis","Bontekoe, Dekker, Decker, Bontekoe",Cornelius,,,Individual,Person,Subject Person : Sitter,
7916,Jean,Bonvoisin,,,,Individual,Person,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
3707,Anselmus Boetius de,Boodt,Anselmus,,,Individual,Person,Subject Person : Sitter,
8080,Andrew,Boorde,,,,Individual,Person,Subject Person : Sitter,Male
8201,Johannes,Borgesius,,,,Individual,Person,Subject Person : Sitter,
7201,Eleanora,Borrie,Eleanora,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
575,Alfred Edward,Borthwick,,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Male
114,E,Bosse,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
7553,Felicity J,Bostock,Felicity,,,,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",Female
