System ID,Firstnames,Lastname,Known As,Title,Post Nominals,Person Corporate Type,Record Type,Role,Gender
4539,Robert,Edward,,Minister,of Murroes,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Author, Production Person (primary) : Mapmaker, Production Person (primary) : Author",
4917,Robert,Edward,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (primary) : Mapmaker",
1066,J. C.,Edwards,J. C.,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
4737,Robert,Edwards,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
4324,Talbot,Edwards,,,,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (pri & sec) : Surveyor, Production Person (primary) : Associated Person, Production Person (primary) : Surveyor",
1718,,Egan,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1067,William Henry,Egleton,William Henry,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
881,Thomas,Elder,,,,,Person,Subject Person : Sitter,Male
4042,John Clerk,Eldin,John,Lord,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist, Subject Person",Male
2136,,Elgas,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2608,J.B.,Elgas,J.B.,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2418,,Ellard,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
7242,Gerald,Elliot,Gerald,Sir,,,Person,Depositor,Male
7383,Bernard,Ellis,Bernard,,,,Person,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
1068,Alfred,Elmore,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
4584,Howard Crawford,Elphinstone,,Sir,,Individual,,"Production Person (pri & sec) : Surveyor, Production Person (primary) : Surveyor",
4339,John,Elphinstone,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (primary) : Mapmaker",
1069,Renold,Elstrack,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
2042,,Elwarth,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2242,,Emanuel Kohlerth (?),,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2644,,Embach,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4214,Bernard,Emery,Bernard,Dr,,Individual,Person,"Acquisition Source : donor, Acquisition Source : lender",
2623,Julius,Emmenegger,Julius,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
7209,,Emslie Trophies & Motifs,,,,,Corporate,"Production Person (pri & sec) : Manufacturer, Production Person (primary) : Manufacturer",
4295,Georg Andreas,Endter,,,,Individual,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
2089,,Engemann,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1704,,Engleder,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1070,Francis,Engleheart,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
1071,Timothy Stansfeld,Engleheart,Timothy Stansfeld,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
8979,,English School,,,,,Corporate,"Production Person (pri & sec) : school, Production Person (primary) : school",
1721,Sebastian,Erard,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4062,Desiderius,Erasmus,,,,Individual,Person,Subject Person,
1720,,Erat and Sons,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4200,,Eric Anderson Antiques Ltd,,,,Business,Corporate,Acquisition Source : vendor,
1072,Pietro,Ermini,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
4523,John,Erskine,,Earl,of Mar,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Associated Person, Production Person (pri & sec) : Draughtsman, Production Person (pri & sec) : Recipient, Production Person (pri & sec) : Landowner, Production Person (primary) : Mapmaker, Production Person (primary) : Associated Person, Production Person (primary) : Draughtsman, Production Person (primary) : Recipient, Production Person (primary) : Landowner",
4659,Robert,Erskine,,Captain,,Individual,,"Production Person (pri & sec) : Surveyor, Production Person (primary) : Surveyor",
4931,Thomas,Erskine,,,,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (primary) : Associated Person",
4063,Thomas Erskine,Erskine,Thomas,Baron,,Individual,Person,Subject Person,
8487,Carlos,Escribano,Carlos,,,,Person,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
1073,William,Etty,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
4064,Leonhard,Euler,Leonhard,,,Individual,Person,Subject Person,
1074,,Eustace,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1077,Edmund,Evans,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1075,Edward,Evans,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
1076,G.,Evans,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
7659,William,Evans,,,,Individual,Person,"Production Person (pri & sec) : Copyist, Production Person (pri & sec) : Draughtsman, Production Person (secondary) : Copyist, Production Person (secondary) : Draughtsman",
2038,,Evette & Schaeffer (Buffet Crampon),,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4900,Joseph,Ewart,,Provost,,Individual,,"Production Person (pri & sec) : Author, Production Person (primary) : Author",
1078,John Wilson,Ewbank,John Wilson,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
5086,Stuart,Eydmann,Stuart,,,Individual,Person,"Acquisition Source : donor, Acquisition Source : lender",
1722,,F. Grosjean,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2656,,F. Holton and Co,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4968,J.,F.,J.,,,Individual,Person,Cataloguer,
2036,,F.G.S.P.F.,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
7454,,F.H. Hand & Cie,,,,,Corporate,"Production Person (pri & sec) : Possible maker, Production Person (primary) : Possible maker",
2617,,F.X. Hüller and Co,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2271,,F.|Buisson (presumably trade name),,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2322,,F.|Buisson (trade name employed by Dallas),,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2358,,F.|Walsch / Johann Joseph Mercklein,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1998,,Fa. Eugen Schuster,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2401,,Fabre,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1752,Gennaro,Fabricatore,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1751,Giovanni Battista,Fabricatore,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
5062,,"Faculty of Music, University of Edinburgh",,,,Academic,Corporate,Acquisition Source : donor,
606,James,Faed,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Engraver, Production Person (primary), Production Person (secondary) : Engraver",
1079,John,Faed,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1080,Thomas,Faed,,,,Individual,,"Production Person (pri & sec) : Painter, Production Person (pri & sec) : Artist, Production Person (pri & sec) : Author, Production Person (primary) : Painter, Production Person (primary) : Artist, Production Person (primary) : Author",
4892,Margaret,Fair,,,of Fairlaw,Individual,,"Production Person (pri & sec) : Landowner, Production Person (primary) : Landowner",
5081,John,Fairbairn,John,,,,Person,Acquisition Source : donor,
1082,William,Faithorne,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
4632,Jérome,Falck,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
5071,John,Falconer,J,,,Individual,Person,Acquisition Source : donor,
2861,Robert,Falkener,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2221,,Fallinc? Bahling?,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1690,Ndhote,Family,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4810,S.,Fane,,,,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (primary) : Associated Person",
4816,Stephen,Fane,,,,Individual,,"Production Person (pri & sec) : Draughtsman, Production Person (primary) : Draughtsman",
1083,Henry,Farmer,,,,Individual,,"Production Person (pri & sec) : Composer, Production Person (secondary) : Composer",
4893,James,Farquhar,,,of Gilmiscroft,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (primary) : Associated Person",
4890,Alexander,Farquharson,,,of Auchindryne,Individual,,"Production Person (pri & sec) : Landowner, Production Person (primary) : Landowner",
4896,John,Farquharson,,,of Invercauld,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Landowner, Production Person (primary) : Mapmaker, Production Person (primary) : Landowner",
2612,,Farre,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1706,,"Faudel, Phillips & Sons",,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1084,Benjamin Rawlinson,Faulkner,Benjamin Rawlinson,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1085,Benjamin,Fawcett,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
1774,,Fender,,,,,Corporate,"Production Person (pri & sec), Production Person (primary)",
4065,François de Salignac de la Mothe-,Fénelon,,,,,Person,Subject Person,
1891,Francis,Fentum,Francis,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4286,Nicolas de,Fer,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (primary) : Mapmaker",
900,Adam,Ferguson,,,,,Person,"Production Person (pri & sec) : Recipient, Production Person (secondary) : Recipient, Subject Person, Subject Person : Sitter",Male
1086,J.,Ferguson,,,,Individual,,"Production Person (pri & sec) : Lithographer, Production Person (secondary) : Lithographer",
2561,,Fernand Chapelain & Cie,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
5228,,Fettes College,,,,Academic,Corporate,Acquisition Source : donor,
1087,J. J.,Field,J. J.,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
4861,John,Field,,,,Individual,,"Production Person (pri & sec) : Draughtsman, Production Person (primary) : Draughtsman",
2544,J,Fieldhouse,J,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1088,Copley,Fielding,,,,Individual,,"Production Person (pri & sec) : Copyist, Production Person (pri & sec) : Artist, Production Person (primary) : Artist, Production Person (secondary) : Copyist",
1089,James,Fife,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
1090,Edward Francis,Finden,Edward Francis,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (pri & sec) : Engraver, Production Person (primary) : Artist, Production Person (secondary) : Engraver",
1091,William,Finden,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
2820,,Finke,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2907,,Fischer,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2283,A.E.,Fischer,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2687,Carl,Fischer,Carl,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
456,Otto,Fischer,,,,Individual,,"Production Person (pri & sec), Production Person (primary)",
1575,Edward,Fisher,,,,,Person,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",Male
1092,Samuel,Fisher,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
4862,T.,Fisher,,,,Individual,,"Production Person (pri & sec) : Draughtsman, Production Person (primary) : Draughtsman",
4399,W.,Fisher,,,,Individual,,"Production Person (pri & sec) : Map seller, Production Person (primary) : Map seller",
1796,Isaac,Fiske,Isaac,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Maker, Production Person (primary), Production Person (primary) : Maker",
224,John,Flaxman,,,,Individual,,"Production Person (pri & sec) : Sculptor, Production Person (primary) : Sculptor, Subject Person",Male
7370,J. Christoph,Fleischer,J.,,,,Person,"Production Person (pri & sec), Production Person (primary)",
3157,Alexander,Fleming,Alexander,,,Individual,Person,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
4904,James,Fleming,,Sir,,Individual,,"Production Person (pri & sec) : Dedicatee, Production Person (primary) : Dedicatee",
498,John,Fleming,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
1531,Andrew,Fletcher,Andrew,"Lord Milton, Lord Justice Clerk",,,Person,"Subject Person, Subject Person : Sitter",Male
5422,H,Flockhart,H,,,Individual,Person,Acquisition Source : donor,
5421,James,Flockhart,James,,,Individual,Person,Acquisition Source : lender,
1887,,Florio,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
5380,Francesco,Florio,,,,Individual,Person,"Production Person (pri & sec) : Scribe, Production Person (primary) : Scribe",
2944,Johann Friedrich,Floth,Johann,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1093,William,Floyd,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
5011,,Foetisch Freres,,,,,Corporate,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
1094,William A.,Folkard,William A.,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
6598,Nicolas,Fontanus,Nicolas,,,Individual,Person,"Document Publisher, Production Person (pri & sec) : Editor, Production Person (primary) : Editor",
7069,Robert Bruce,Foote,Robert,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4495,David,Forbes,,,of Newhall,Individual,,"Production Person (pri & sec) : Landowner, Production Person (primary) : Landowner",
2481,J.T.,Forbes,J.T.,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4555,John,Forbes,,,of Culloden & Newhall,Individual,,"Production Person (pri & sec) : Landowner, Production Person (primary) : Landowner",
4585,Robert,Forbes,,Bishop,,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (primary) : Associated Person",
4872,William,Forbes,,,,Individual,,"Production Person (pri & sec) : Surveyor, Production Person (primary) : Surveyor",
4080,Williamina,Forbes,,,,Individual,Person,Subject Person,
4682,Paolo,Forlani,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
270,Jill,Forrest,,,,Individual,Person,"Production Person : Creator, Approved by, Organizer, Approved by, Registrar in Charge, Cataloguer, Condition Person, Classifier, Deaccession Authoriser, Loc'n Authoriser, Loc'n Mover, Current Owner, Researcher, Valuation Person",Female
1095,Robert Smith,Forrest,Robert Smith,,,Individual,,"Production Person (pri & sec) : Etcher, Production Person (primary) : Etcher, Production Person (secondary) : Etcher",Male
1096,William,Forrest,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
5010,Peter,Forrester,Peter,,,,Person,"Acquisition Source, Acquisition Source : donor",
5003,,Forveille,,,,Individual,Person,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
1860,Charles,Foster,Charles,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Maker, Production Person (primary), Production Person (primary) : Maker, Acquisition Source : donor, Acquisition Source : lender",
4776,Colin,Foster,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (pri & sec) : Surveyor, Production Person (primary) : Mapmaker, Production Person (primary) : Surveyor",
4400,P.,Fourdrinier,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
2210,,Fox,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1097,Augustus,Fox,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
1098,Charles,Fox,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
4066,Charles James,Fox,,,,Individual,Person,Subject Person,
6594,Francesco dei,Franceschi,,,,,Person,"Document Publisher, Production Person (pri & sec) : Printer, Production Person (primary) : Printer",
1099,Edward,Francis,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
3886,Benjamin,Franklin,Benjamin,,,Individual,Person,Subject Person,
1100,John,Franklin,,,,Individual,,"Production Person (pri & sec) : Painter, Production Person (pri & sec) : Artist, Production Person (primary) : Painter, Production Person (primary) : Artist",
8954,,Franz Klimesch (Dehmal's Nachfolger),,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4579,Charles,Fraser,,,of Inverallochy,Individual,,"Production Person (pri & sec) : Landowner, Production Person (primary) : Landowner",
2473,Duncan,Fraser,Duncan,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1101,James Baillie,Fraser,James Baillie,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
4835,Andrew,Frazer,,,,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (pri & sec) : Surveyor, Production Person (primary) : Associated Person, Production Person (primary) : Surveyor",
4051,Henry,Frederick,Henry,Duke,of Cumberland,Individual,Person,Subject Person,
5080,Bryan,Free,Bryan,,,Individual,Person,Acquisition Source : lender,
1102,Alfred Robert,Freebairn,Alfred Robert,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
1103,Samuel,Freeman,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
2525,G,French,G,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1104,Edouard,Frère,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1964,Martin,Frères,,,,,Person,"Production Person (pri & sec), Production Person (primary)",
1925,Noë,Frères,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2393,Johann Gottlieb,Freyer,Johann,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2386,,Fritz & Herbert Wurlitzer,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1105,William Thomas,Fry,William Thomas,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
2817,Daniel,Fuchs,Daniel,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1106,John,Fulleylove,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1107,Robert,Fulton,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
5826,John,Fyfe,John,,,Individual,Person,Acquisition Source : lender,
5375,Andrew,Fyffe,Andrew,,,Individual,Person,"Production Person (pri & sec) : Artist, Production Person (pri & sec) : attributed to, Production Person (primary) : Artist, Production Person (primary) : attributed to",
1856,,G. Astor & Co,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
7232,,G. C. MacDougall,,,,,Corporate,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
2952,,G. Lacroix,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1893,,G. Potter & Co,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
8953,,G.C. Conn Ltd,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2374,,G.L. Penzel & Müller,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4283,Roger de,Gaignieres,,,,Individual,,"Production Person (pri & sec) : Associated Person, Production Person (primary) : Associated Person",
2609,,Gaillard & Loiselet,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2489,P,Gaillard,P,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2357,,Galander,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4401,Francesco,Galignani,,,,Individual,,"Production Person (pri & sec) : Printer, Production Person (pri & sec) : Publisher, Production Person (primary) : Printer, Production Person (primary) : Publisher",
4402,Paolo,Galignani,,,,Individual,,"Production Person (pri & sec) : Printer, Production Person (pri & sec) : Publisher, Production Person (primary) : Printer, Production Person (primary) : Publisher",
4403,Simon,Galignani,,,,Individual,,"Production Person (pri & sec) : Publisher, Production Person (primary) : Publisher",
3900,Galileo,Galilei,Galileo,,,Individual,Person,Subject Person,
4244,Philippe,Galle,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
3421,,Galpin Society,,,,Association,Corporate,Acquisition Source : donor,
5076,J,Galway,J,,,Individual,Person,Acquisition Source : donor,
1771,Antonio Carlos,Garcia,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
6996,,Garrard & Co Ltd,,,,,Corporate,"Production Person (pri & sec) : Maker, Production Person (primary) : Maker",
2355,,Garrett,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4711,John,Garrett,,,,Individual,,"Production Person (pri & sec) : Printer, Production Person (pri & sec) : Publisher, Production Person (primary) : Printer, Production Person (primary) : Publisher",
5842,Patrick,Garvey,Patrick,,,Individual,Person,Acquisition Source : lender,
5831,Richard,Gaskell,Richard,,,Individual,Person,Acquisition Source : lender,
5089,W,Gaskell,W,,,Individual,Person,Acquisition Source : lender,
5830,William,Gaskell,William,,,Individual,Person,Acquisition Source : lender,
1108,Henry,Gastineau,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
2364,,Gaubert,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1808,,Gautrot,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (pri & sec) : Maker, Production Person (primary), Production Person (primary) : Possible maker, Production Person (primary) : Maker",
1868,,Gautrot aîné,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (primary), Production Person (primary) : Possible maker",
2664,,Gautrot-Marquet,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2881,Bartolomeo,Gautti,Bartolomeo,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2480,,Gavin and John MacDougall,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4809,H.,Gavin,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (primary) : Engraver",
1109,Andrew,Geddes,,,,Individual,,"Production Person (pri & sec) : Painter, Production Person (pri & sec) : Artist, Production Person (pri & sec) : attributed to, Production Person (primary) : Painter, Production Person (primary) : Artist, Production Person (primary) : attributed to",
4404,James,Geddes,,,,Individual,,"Production Person (pri & sec) : Landowner, Production Person (primary) : Landowner",
4684,John,Geddy,,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (primary) : Mapmaker",
2161,,Gedlizka,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1977,Caleb,Gedney,Caleb,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
448,Walter,Geikie,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
2190,Christian Gottfried,Geisler,Christian,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
3730,Thomas,Geminus,,,,Individual,Person,"Primary Person, Production Person (pri & sec) : Author, Production Person (primary) : Author",
2208,,Gentellet-Prestreau,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2194,,Geo Potter & Co,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2403,,Geo. Wood,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
5862,,Geoffrey Breeze Antique Canes,,,,Business,Corporate,Acquisition Source : vendor,
1660,,George Potter & Co,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
4406,,George Watson's Hospital,,,,Business,Corporate,"Production Person (pri & sec) : Landowner, Production Person (primary) : Landowner",
1763,,Gerard,,,,,Corporate,"Production Person (pri & sec), Production Person (primary)",
1110,François,Gérard,,Baron,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
7318,,Gerlach,,,,,Person,"Production Person (pri & sec), Production Person (primary)",
7327,I. C.,Gerlach,,,,,Person,"Production Person (pri & sec), Production Person (primary)",
2169,,Gerock,,,,,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (primary), Production Person (primary) : Possible maker",
1924,,Gerock & Wolf,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1886,C,Gerock,C,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
2014,,Gessner,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
1852,,Getzen,,,,Business,Corporate,"Production Person (pri & sec), Production Person (primary)",
2708,D.E.,Getzen,D.E.,,,,Person,"Production Person (pri & sec), Production Person (primary)",
8254,,"Giambologna, Workshop of",,,,,Corporate,"Production Person (pri & sec), Production Person (primary)",
4070,Edward,Gibbon,Edward,,,Individual,Person,Subject Person,
4309,Edmund,Gibson,,,,Individual,,"Production Person (pri & sec) : Author, Production Person (pri & sec) : Publisher, Production Person (primary) : Author, Production Person (primary) : Publisher",
1111,Patrick,Gibson,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1741,W,Gibson,,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
4561,Thomas,Gifford,,,of Busta,Individual,,"Primary Person : Author, Production Person (pri & sec) : Author, Production Person (primary) : Author",
1112,John,Gilbert,,,,Individual,,"Production Person (pri & sec), Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Artist",
2111,James,Gilchrist,James,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
3094,Robert,Gilkison,Robert,Mr,,Individual,Person,Acquisition Source : donor,Male
1113,Thomas,Gilks,,,,Individual,,"Production Person (pri & sec) : Engraver, Production Person (secondary) : Engraver",
4565,John,Gillon[e],,,,Individual,,"Production Person (pri & sec) : Mapmaker, Production Person (primary) : Mapmaker",
2697,A,Gilmer,A,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1114,Thomas,Girtin,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1798,,Gisborne,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : Maker, Production Person (primary), Production Person (primary) : Maker",
6599,Lucantonio,Giunta,,,,,Person,"Production Person (pri & sec) : Printer, Production Person (primary) : Printer",
3064,Elizabeth,Gladys,Lady Johnson,,,Individual,Person,Acquisition Source : donor,Female
5137,,Glasgow Museums & Art Galleries,,,,Museum,Corporate,Acquisition Source : lender,
4954,,Glasgow University Library,,,,Academic,Corporate,Controlling Institution,
2910,Arthur,Gläzer,Arthur,,,Individual,Person,"Production Person (pri & sec), Production Person (primary)",
1673,,Glen,,,,Business,Corporate,"Production Person (pri & sec), Production Person (pri & sec) : attributed to, Production Person (primary), Production Person (primary) : attributed to",
323,Elspeth,Glen (Harley)- grand-daughter of Robert Glen,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist, Acquisition Source : donor",
2470,Alexander,Glen,Alexander,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (pri & sec) : Maker, Production Person (primary), Production Person (primary) : Possible maker, Production Person (primary) : Maker",
2492,David,Glen,David,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Maker, Production Person (primary), Production Person (primary) : Maker",
4218,Doris,Glen,Doris,Miss,,Individual,Person,Acquisition Source : donor,Female
2467,George,Glen,George,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (pri & sec) : Artist, Production Person (primary), Production Person (primary) : Possible maker, Production Person (primary) : Artist",
318,Graham,Glen,,,,Individual,,"Production Person (pri & sec) : Artist, Production Person (primary) : Artist",
1985,T,Glen,T,,,Individual,Person,"Production Person (pri & sec), Production Person (pri & sec) : Possible maker, Production Person (primary), Production Person (primary) : Possible maker",
